Actor_Name,Number_of_Movies,Average_Revenue,Star_Power_Score
Katharine McPhee,1,580316476.8,308139166.394627
Jason London,3,398818759.59999996,308121850.04597026
Kang Soo-youn,1,580188584.0,308117850.92796034
Ryu Kyung-soo,1,580188584.0,308117850.92796034
Kim Hyun-joo,1,580188584.0,308117850.92796034
Kevin G. Quinn,1,580151910.0,308111738.594627
Sherri Shepherd,1,580151910.0,308111738.594627
Bryan Konietzko,1,580068063.6,308097764.19462705
Benjamin Wynn,1,580068063.6,308097764.19462705
Michael Dante DiMartino,1,580068063.6,308097764.19462705
BD Wong,4,376054954.45,308082037.70752907
Demi Lovato,5,362453772.88,308078738.5967762
Toshiyuki Morikawa,4,376030692.95000005,308071254.81864023
Kate Burton,1,579414250.2,307988795.294627
Bailey Noble,1,579414250.2,307988795.294627
Troian Bellisario,1,579414250.2,307988795.294627
Renée Elise Goldsberry,2,443612710.7,307963420.423966
Mare Winningham,2,443589361.3,307956749.16682315
Johnny Huang,1,579220560.0,307956513.594627
Hai Qing,1,579220560.0,307956513.594627
Robert Pattinson,14,327300270.78571427,307932753.2930401
Miren Ibarguren,4,375717227.1,307931936.6630847
Yeong Ah,2,443473397.20000005,307923616.5668231
Paul Michael Lévesque,1,578887918.4,307901073.3279604
Park Eun-young,1,578598408.0,307852821.594627
Belén Fabra,1,578598408.0,307852821.594627
Llum Barrera,1,578598408.0,307852821.594627
Khalil Ben Gharbia,1,578598408.0,307852821.594627
Joo Ah,1,578598408.0,307852821.594627
Lincoln Melcher,1,578329243.6,307807960.8612937
Franco Nero,3,397908256.8,307780411.49597025
Aju Makita,1,578137111.6,307775938.8612937
Erin Cahill,1,577927735.6,307741042.8612937
Kevin Dorman,1,577927735.6,307741042.8612937
Shin-ichiro Miki,4,375282057.5,307738527.95197356
Sylvia Grace Crim,1,577803138.8,307720276.72796035
Taylor Spreitler,1,577803138.8,307720276.72796035
Pepi Sonuga,1,577803138.8,307720276.72796035
Sai Bennett,1,577803138.8,307720276.72796035
Mark Strange,1,577780846.8,307716561.394627
Oris Erhuero,1,577780846.8,307716561.394627
Karen David,1,577617472.8,307689332.394627
Michael Copon,1,577617472.8,307689332.394627
Mark Moseley,1,577554056.4,307678762.994627
Yuen Siu-Tien,2,442519166.1,307650979.1096803
Kristen Renton,1,577173677.8,307615366.56129366
Gregg Daniel,1,577173677.8,307615366.56129366
Kayla Vosburg,1,577173677.8,307615366.56129366
Abby Quinn,1,577005603.0,307587354.094627
Lin Fengye,1,576693973.4,307535415.8279604
Wang Ming,1,576693973.4,307535415.8279604
Sheng Guansen,1,576693973.4,307535415.8279604
Erin Fitzgerald,1,576291402.0,307468320.594627
Andressa Cabral,1,575247768.2,307294381.6279603
Sérgio Guizé,1,575247768.2,307294381.6279603
Kiko Bertholini,1,575247768.2,307294381.6279603
Adan Canto,3,396604131.2,307291364.3959702
Jesús Ochoa,1,575175637.2,307282359.794627
Andrés Bustamante,1,575175637.2,307282359.794627
Teddy Park,1,575059686.0,307263034.594627
Kim Ji-soo,1,575059686.0,307263034.594627
Jennie Kim,1,575059686.0,307263034.594627
Daniella Monet,1,574573700.2,307182036.9612937
Jean-Luc Bilodeau,1,574309570.2,307138015.294627
Anna Mae Routledge,1,574309570.2,307138015.294627
Heo Jung-min,2,440584948.7,307098345.5668231
Tori Matsuzaka,2,440425728.5,307052854.08110887
Erika Anderson,2,440402994.0,307046358.5096803
Ninetto Davoli,2,440323947.3,307023773.7382517
Franco Citti,2,440323947.3,307023773.7382517
Nat Kitcharit,1,573620885.4,307023234.494627
Anusara Korsamphan,1,573620885.4,307023234.494627
Urassaya Sperbund,1,573620885.4,307023234.494627
Koki Uchiyama,2,439692389.7,306843328.7096803
Alyson Stoner,1,572504805.6,306837221.19462705
Roshon Fegan,1,572504805.6,306837221.19462705
Maryann Plunkett,1,572490615.4,306834856.1612937
Omar Benson Miller,2,439640827.0,306828596.5096803
José Manuel Poga,1,572346763.4,306810880.8279604
Isak Férriz,1,572346763.4,306810880.8279604
William Daniels,1,572201947.0,306786744.76129365
Paula Prentiss,1,572201947.0,306786744.76129365
Sofía Oria,1,571963494.4,306747002.6612937
Han Se-hee,3,395121025.1333334,306735199.62097025
Jack Donnelly,1,571836976.6,306725916.3612937
Samantha Bond,1,571836976.6,306725916.3612937
Andy Walken,1,571534256.6,306675463.02796036
Lyon Daniels,1,571534256.6,306675463.02796036
YaYa Gosselin,1,571534256.6,306675463.02796036
Shin Hye-sun,1,571527121.6,306674273.8612937
Bae Jong-ok,1,571527121.6,306674273.8612937
Han Ga-hee,2,439078279.29999995,306667868.59539455
Kenta Matsumoto,1,571483832.0,306667058.92796034
Chicco Kurniawan,1,571361977.4,306646749.8279604
Jerome Kurnia,1,571361977.4,306646749.8279604
James Gunn,1,571300438.6,306636493.3612937
Elise Schaap,2,438878708.4,306610848.3382517
Scott Wolf,2,438809434.79999995,306591055.8811089
Madeline Harvey,1,570731257.8,306541629.894627
Brittany Drisdelle,1,570731257.8,306541629.894627
Nicolas Fontaine,1,570731257.8,306541629.894627
Gianni Demartiis,1,570633320.6,306525307.02796036
Fabrice Luchini,1,570633320.6,306525307.02796036
Lise Danvers,1,570633320.6,306525307.02796036
Fabrizia Flanders,1,570633320.6,306525307.02796036
Erika Savastani,1,570633320.6,306525307.02796036
Kimberly Rowe,1,570165674.2,306447365.9612937
Guillermo Arengo,1,570086135.4,306434109.494627
Yirah Aparicio,1,570086135.4,306434109.494627
Taran Killam,1,569973411.4,306415322.1612937
Dave 'Squatch' Ward,1,569973411.4,306415322.1612937
Hoshi Ishida,1,569937260.2,306409296.9612937
Mao Sasaki,1,569937260.2,306409296.9612937
Arcelia Ramírez,1,569937260.2,306409296.9612937
Nancy Gutiérrez,1,569937260.2,306409296.9612937
Ximena Ayala,1,569937260.2,306409296.9612937
Ikki Sawamura,1,569937260.2,306409296.9612937
Olivia Lagunas,1,569937260.2,306409296.9612937
Norma Pablo,1,569937260.2,306409296.9612937
Kiana Madeira,3,393917651.06666666,306283934.3459703
Siena Agudong,1,569108960.0,306271246.92796034
Kyle Howard,1,569108960.0,306271246.92796034
Izabela Rose,1,569108960.0,306271246.92796034
Caitlin North Lewis,1,569018789.2,306256218.4612937
Emir Mahira,1,569018789.2,306256218.4612937
Hijiri Abe,1,568390700.4,306151536.994627
Nagatoshi Sakamoto,1,568390700.4,306151536.994627
Chadwick Boseman,4,371684867.0,306139776.6186402
Jorge Blanco,1,568195972.0,306119082.26129365
Candelaria Molfese,1,568195972.0,306119082.26129365
Malin Crépin,1,568184516.6,306117173.02796036
Udo Kier,1,568184516.6,306117173.02796036
Angela Alvarado,1,568184516.6,306117173.02796036
Jens Jørn Spottag,1,568184516.6,306117173.02796036
Alain Noury,1,568184516.6,306117173.02796036
Kimberly Guerrero,1,568184516.6,306117173.02796036
Angel Aquino,1,568184516.6,306117173.02796036
Rosanna Roces,1,568184516.6,306117173.02796036
Andreas Holm Dittmer,1,568184516.6,306117173.02796036
Kento Nagayama,1,568108808.2,306104554.9612937
Natalie Medlock,1,567719433.8,306039659.22796035
Russell Dixon,1,567719433.8,306039659.22796035
Christopher Gorham,1,567719433.8,306039659.22796035
Alyson Hannigan,5,358366350.15999997,306035027.2367762
Sakuma Ryuto,1,567601271.2,306019965.4612937
Todd Leigh,1,567601271.2,306019965.4612937
Haruka Imou,1,567601271.2,306019965.4612937
Olivia May,1,567601271.2,306019965.4612937
Lauren Walsh,1,567601271.2,306019965.4612937
Christian Lorenz,1,567601271.2,306019965.4612937
Olaf Schubert,1,567601271.2,306019965.4612937
Oh Yeon-seo,1,567550440.2,306011493.6279603
Park Hae-jin,1,567550440.2,306011493.6279603
Park Ki-woong,1,567550440.2,306011493.6279603
Jordan Fisher,2,436628779.4,305968011.48110884
Juan Ramírez,1,567214986.6,305955584.69462705
Nora Tschirner,1,567214986.6,305955584.69462705
Alejandra Barros,1,567214986.6,305955584.69462705
Wang Qian-Yuan,2,436553281.9,305946440.7668232
Lee Yoo-chan,5,358158818.48,305931261.3967762
John Schneider,1,566930143.8,305908110.894627
Daniel Black,1,566930143.8,305908110.894627
Sarah Lafleur,1,566930143.8,305908110.894627
Sam McMurray,1,566930143.8,305908110.894627
Andrew Airlie,1,566928126.8,305907774.72796035
Kirk Acevedo,1,566928126.8,305907774.72796035
Wongravee Nateetorn,1,566738520.0,305876173.594627
Madison McKinley,1,566095976.8,305769083.06129366
Praya Lundberg,1,566095976.8,305769083.06129366
Irene Papas,2,435783838.7,305726599.8525374
Cristian Valencia,1,565610064.6,305688097.69462705
Bernat Saumell,1,565610064.6,305688097.69462705
Alba Ribas,1,565610064.6,305688097.69462705
Aoi Yuki,9,334508736.8444445,305649796.65484023
Antonia Whillans,1,565191997.0,305618419.76129365
Danielle Scott,1,565191997.0,305618419.76129365
Sarah Alexandra Marks,1,565191997.0,305618419.76129365
Olivia Munn,5,357496225.56000006,305599964.9367762
Scarlett Estevez,1,565067800.4,305597720.3279604
Alexis Carra,1,565067800.4,305597720.3279604
Sung Dong-il,2,435227545.9,305567659.05253744
Judith Hoag,3,391893623.3333333,305524923.9459703
John McCullough,1,564483267.8,305500298.22796035
Mia Barrett,1,564483267.8,305500298.22796035
Paige Joustra,1,564483267.8,305500298.22796035
Brendon Ryan Barrett,1,564327422.8,305474324.06129366
Yael Eitan,1,564310487.0,305471501.42796034
Nicholas Aaron,1,564310487.0,305471501.42796034
George Kosturos,1,564158441.4,305446160.494627
Cen Ming,1,564158441.4,305446160.494627
Liu Wei,1,564158441.4,305446160.494627
Yo Yoshida,1,564158441.4,305446160.494627
Wang Yang,1,564158441.4,305446160.494627
Greta Gasbarri,1,564158441.4,305446160.494627
Milena Mancini,1,564158441.4,305446160.494627
Emily Alyn Lind,2,434783242.29999995,305440715.16682315
Margaret Lockwood,1,563756432.6,305379159.02796036
May Whitty,1,563756432.6,305379159.02796036
Michael Redgrave,1,563756432.6,305379159.02796036
Stephen Moyer,2,434557389.5,305376185.79539454
Billie Piper,2,434508988.3,305362356.8811089
Nick Palatas,2,434502902.70000005,305360618.1382517
Kentaro Sakaguchi,3,391435977.3333333,305353306.6959703
Kip Thorne,1,563588855.0,305351229.42796034
Sean Carroll,1,563588855.0,305351229.42796034
Noriko Hayami,1,563588855.0,305351229.42796034
Asami Sawaki,1,563588855.0,305351229.42796034
Rafael Amaya,1,563588855.0,305351229.42796034
Carolina Guerra,1,563588855.0,305351229.42796034
Ricardo Chavira,1,563588855.0,305351229.42796034
Deborah Chow,1,563588855.0,305351229.42796034
Daniel Craig,19,318918132.6315789,305331793.3986567
Antonia Thomas,1,563428871.8,305324565.56129366
David Threlfall,1,563428871.8,305324565.56129366
Christian Meier,1,563428871.8,305324565.56129366
Ayo Edebiri,1,563428871.8,305324565.56129366
Talia Ryder,1,563428871.8,305324565.56129366
Austin Abrams,3,391343527.00000006,305318637.8209703
Atomu Mizuishi,3,391270695.13333327,305291325.87097025
Michael Chiklis,1,563127144.8,305274277.72796035
Chris Jai Alex,1,563127144.8,305274277.72796035
Sasha Alexander,1,563127144.8,305274277.72796035
Stefania Rocca,1,563098352.0,305269478.92796034
Kinya Kitaoji,1,563061317.4,305263306.494627
Bryan Session,1,562654854.2,305195562.6279603
Matthew Tyler,1,562654854.2,305195562.6279603
Vegas E. Trip,1,562654854.2,305195562.6279603
Caitlin E.J. Meyer,1,562387704.0,305151037.594627
Nathan Stevens,1,562387704.0,305151037.594627
Matt Hookings,1,562112551.0,305105178.76129365
Tim Allen,14,323440782.21428573,305088919.6088296
Eddie Peng,3,390695635.06666666,305075678.3459703
Doug Haley,1,561361226.4,304979957.994627
Cynthia Kirchner,1,561361226.4,304979957.994627
Ayelet Zurer,2,433018742.8,304936572.4525374
Kang Ye-na,3,390318968.8666666,304934428.5209702
Bresha Webb,2,432927282.90000004,304910441.05253744
Mary Gibbs,1,560483719.0,304833706.76129365
Tanya van Graan,1,560466325.2,304830807.794627
Selim Erdoğan,1,560238084.4,304792767.6612937
Belçim Bilgin,1,560238084.4,304792767.6612937
Engin Altan Düzyatan,1,560238084.4,304792767.6612937
Brian Bovell,1,560043196.2,304760286.294627
Lottie Tolhurst,1,560043196.2,304760286.294627
Johnny Sachon,1,560043196.2,304760286.294627
Martha Higareda,6,347095387.8,304644622.57888746
Ian Hart,1,559076836.8,304599226.394627
Judith Buchan,1,559027461.6,304590997.19462705
Gabriele Tinti,5,355454696.56000006,304579200.4367762
Grégory Fitoussi,1,558825684.4,304557367.6612937
Jennifer Carpenter,4,367980789.3,304493519.8630847
Todrick Hall,1,558338403.8,304476154.22796035
Mackenzie Foy,3,389081042.0,304470205.9459703
Meredith Hagner,1,558301701.8,304470037.22796035
Geneviève Grad,1,558301701.8,304470037.22796035
Michel Galabru,1,558301701.8,304470037.22796035
DeRay Davis,1,558251841.6,304461727.19462705
Sigourney Weaver,25,314592676.74399996,304444514.67225873
Shannon Purser,1,558095583.4,304435684.1612937
Jordi Mollà,1,558095583.4,304435684.1612937
John Beasley,1,558071787.0,304431718.094627
Loretta Devine,1,558071787.0,304431718.094627
Lee Cheon,1,558017045.2,304422594.4612937
Ho Yeong,1,558017045.2,304422594.4612937
Kaori Okamoto,1,558017045.2,304422594.4612937
Midori Satsuki,1,558017045.2,304422594.4612937
Barry Bostwick,3,388913692.6666667,304407449.9459703
Birgundi Baker,1,557764312.0,304380472.26129365
Chloe Bailey,1,557764312.0,304380472.26129365
Anjelika Washington,1,557764312.0,304380472.26129365
Kelsey Grammer,7,340503696.59999996,304337033.1473135
Antonio Dechent,2,430874347.6,304323888.1096803
Elisabeth Larena,1,557343249.4,304310295.1612937
Jenny Mollen,1,557019596.4,304256352.994627
Ernesto Sevilla,1,557019596.4,304256352.994627
Julián López,1,557019596.4,304256352.994627
Arturo Valls,1,557019596.4,304256352.994627
Orazio Orlando,1,557019596.4,304256352.994627
Marcella Petrelli,1,556720975.0,304206582.76129365
Rita Silva,1,556720975.0,304206582.76129365
Jacques Stany,1,556720975.0,304206582.76129365
Julianne Nicholson,2,430448281.6,304202154.96682316
George Sampson,1,556502850.0,304170228.594627
Falk Hentschel,1,556502850.0,304170228.594627
Alexandra Jiménez,3,388268005.46666664,304165317.24597025
Antoine Reinartz,1,556436906.4,304159237.994627
Chelsea Greenwood,2,430270182.3,304151269.4525374
Maria Rohm,1,556369018.6,304147923.3612937
Romina Power,1,556369018.6,304147923.3612937
Uriah Shelton,1,556363847.4,304147061.494627
Fumi Hirano,3,388174283.0,304130171.3209703
Claire Maggie Corlett,1,555808781.6,304054550.52796036
Kim Sang-ho,2,429811455.5,304020204.65253747
Clark Gregg,5,354299867.72,304001786.0167762
Daryl Hannah,3,387752415.73333335,303971971.0959703
Tracy Letts,4,366803568.6,303970310.6630847
Axel Prahl,1,555154354.0,303945479.26129365
Luis Vorbach,1,555154354.0,303945479.26129365
Chris Carmack,4,366651816.0,303902865.06308466
Maxim Galkin,1,554873030.6,303898592.02796036
Dmitri Nazarov,1,554873030.6,303898592.02796036
Filipp Kirkorov,1,554873030.6,303898592.02796036
Scott C. Roe,2,429321466.0,303880207.65253747
Barbara Ronchi,2,429087797.5,303813445.223966
Randy Orton,1,554030386.0,303758151.26129365
Sophie Wilde,1,553917974.8,303739416.06129366
Debora Caprioglio,2,428723417.8,303709336.7382517
Atsumi Tanezaki,1,553635502.2,303692337.294627
Ralph Fiennes,20,316146719.85,303658116.74271053
Jonathan Jackson,2,428481399.0,303640188.5096803
Angel David,1,553192221.4,303618457.1612937
Emma Rigby,2,428325069.29999995,303595522.8811089
Tara Strong,18,317440023.53333336,303584301.96381575
Jung Moon-sung,1,552961814.8,303580056.06129366
Jung Ji-so,1,552961814.8,303580056.06129366
Miku Ito,1,552915715.2,303572372.794627
Chika Anzai,1,552915715.2,303572372.794627
Lynne Frederick,1,552832145.2,303558444.4612937
Fabio Testi,1,552832145.2,303558444.4612937
Ben Schwartz,6,345014219.76666665,303509440.0152511
Lonnie Chavis,1,552139144.6,303442944.3612937
Robin de Jesús,1,552113772.8,303438715.72796035
Adrian Pasdar,3,386199785.7333333,303389734.8459703
Santiago Cabrera,1,551804687.0,303387201.42796034
Jhon Álex Toro,2,427500302.5,303359875.223966
Enrique Rambal,1,551502027.2,303336758.1279603
Consuelo Frank,1,551502027.2,303336758.1279603
Shota Sometani,4,365363722.85,303330379.2186402
Zhu Qilong,1,550973851.0,303248728.76129365
Andrew Knott,1,550973851.0,303248728.76129365
Heydon Prowse,1,550973851.0,303248728.76129365
Kate Maberly,1,550973851.0,303248728.76129365
Gigi Leung,1,550973851.0,303248728.76129365
Chen Pei-Si,1,550973851.0,303248728.76129365
Masaya Onosaka,1,550895176.6,303235616.3612937
Jacques Perrin,2,427044929.7,303229768.7096803
Asao Koike,1,550779126.2,303216274.6279603
Noboru Andô,1,550779126.2,303216274.6279603
Cristina Chiriac,2,426773515.4,303152221.7668232
Raffiella Chapman,2,426639584.0,303113955.65253747
Robbie Amell,6,344194434.2,303062284.2516147
Pai Chang Tien,1,549797849.2,303052728.4612937
Rosie Perez,3,385267686.4666667,303040197.62097025
Amparo Noguera,1,549685989.0,303034085.094627
Roberto Farías,1,549685989.0,303034085.094627
Melissa Sturm,2,426318472.1,303022209.39539456
Misaki Kuno,3,385092439.5333333,302974480.0209702
Thomas Hobson,1,548624602.6,302857187.3612937
Phil Morris,1,548624602.6,302857187.3612937
Tara Perry,1,548624602.6,302857187.3612937
Tom Hughes,1,548469015.6,302831256.19462705
Anna Diop,1,548186237.2,302784126.4612937
Austin Stowell,2,425304194.8,302732415.8811089
Bill Skarsgård,5,351759959.0,302731831.6567762
Victoria Justice,4,363888813.15,302674863.79641795
Danielle Macdonald,2,425093403.6,302672189.823966
Garry Nation,1,547506975.0,302670916.094627
Elya Hurt,1,547506975.0,302670916.094627
Rusty Martin,1,547506975.0,302670916.094627
Julie Maddalena,1,547499183.2,302669617.4612937
Maika Yamamoto,2,425046091.20000005,302658671.9953946
Serena Grandi,3,383955785.8666666,302548234.8959702
Zachary Levi,8,333064412.875,302541063.4282894
Chris Bell,1,545695337.6,302368976.52796036
Carl Wharton,1,545695337.6,302368976.52796036
Marcus Langford,1,545695337.6,302368976.52796036
Victoria Moroles,1,545695337.6,302368976.52796036
Melissa Bolona,1,545695337.6,302368976.52796036
Gina Holden,1,545695337.6,302368976.52796036
Colton Tran,1,545695337.6,302368976.52796036
Jenny Pellicer,1,545463332.8,302330309.06129366
Stephanie Sheh,1,545463332.8,302330309.06129366
Kojiro Iida,1,545186295.4,302284136.1612937
Mayu Minami,1,545186295.4,302284136.1612937
Alan Ramírez,1,545186295.4,302284136.1612937
Hugo Catalán,1,545186295.4,302284136.1612937
Mervyn Johns,1,545002796.8,302253553.06129366
Alastair Sim,1,545002796.8,302253553.06129366
Glyn Dearman,1,545002796.8,302253553.06129366
Brendan Fletcher,2,423590755.2,302242861.7096803
Patton Oswalt,4,362884172.95,302228357.04086244
Michelle Sander,1,544513308.6,302171971.69462705
Angel Rosario Jr.,1,544513308.6,302171971.69462705
Madelyn Kientz,1,544513308.6,302171971.69462705
Solène Rigot,1,544378189.4,302149451.8279604
Audrey Bastien,1,544378189.4,302149451.8279604
Lucas Akoskin,1,543128898.6,301941236.69462705
Robert Miano,2,422430427.1,301911339.39539456
Alejandro Jovic,1,542827557.2,301891013.1279603
Agustín Rittano,1,542827557.2,301891013.1279603
Bridgit Mendler,1,542517314.6,301839306.02796036
Adam Hicks,1,542517314.6,301839306.02796036
Kim Sun-young,2,422109579.4,301819668.623966
Azusa Nakagawa,1,542233172.2,301791948.9612937
Alexey Pajitnov,1,542233172.2,301791948.9612937
Evgeni Nikolaevich Belikov,1,542233172.2,301791948.9612937
Mayu Satô,1,542233172.2,301791948.9612937
